date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,param_source
2024-10-23,000001.SH,3285.25,3331.08,3277.07,3302.8,650444128.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-24,000001.SH,3287.82,3292.94,3266.88,3280.26,519827074.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-25,000001.SH,3280.76,3319.36,3276.13,3299.7,595651707.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-28,000001.SH,3300.46,3322.2,3279.72,3322.2,672373131.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-29,000001.SH,3328.09,3340.46,3284.21,3286.41,725326154.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-30,000001.SH,3273.64,3291.68,3244.81,3266.24,669018090.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-31,000001.SH,3267.98,3295.74,3252.39,3279.82,784649094.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-01,000001.SH,3275.58,3305.32,3258.73,3272.01,852055320.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-04,000001.SH,3275.68,3310.21,3263.84,3310.21,665077454.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-05,000001.SH,3306.81,3386.99,3302.05,3386.99,821124902.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-06,000001.SH,3395.22,3421.0,3367.08,3383.81,895855930.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-07,000001.SH,3359.99,3470.66,3356.26,3470.66,959556680.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-08,000001.SH,3502.13,3509.82,3443.19,3452.3,964034562.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-11,000001.SH,3432.37,3471.12,3416.73,3470.07,818025436.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-12,000001.SH,3469.89,3489.42,3402.04,3421.97,817926524.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-13,000001.SH,3406.92,3442.3,3404.53,3439.28,673662348.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-14,000001.SH,3429.51,3441.77,3376.15,3379.84,631556690.0,bubble_warning,0.4051102650411035,观察信号,reduce,0.5,default_cli
2024-11-15,000001.SH,3369.81,3391.32,3330.73,3330.73,630285583.0,none,0.0,无信号,hold,0.5,default_cli
2024-11-18,000001.SH,3344.69,3386.9,3309.01,3323.85,743950692.0,none,0.0,无信号,hold,0.5,default_cli
2024-11-19,000001.SH,3324.88,3346.76,3284.13,3346.01,625024151.0,none,0.0,无信号,hold,0.5,default_cli
2024-11-20,000001.SH,3337.68,3375.25,3333.0,3367.99,566154289.0,none,0.0,无信号,hold,0.5,default_cli
2024-11-21,000001.SH,3362.94,3378.52,3348.86,3370.4,530331830.0,negative_bubble,0.54832498896037,强抄底信号 (Strong Buy),add,1.0,default_cli
2024-11-22,000001.SH,3368.04,3372.0,3267.19,3267.19,630687790.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-25,000001.SH,3274.88,3285.46,3232.92,3263.76,538897390.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-26,000001.SH,3256.86,3285.33,3252.87,3259.76,472219304.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-27,000001.SH,3250.59,3309.88,3227.36,3309.78,511202303.0,none,0.0,无信号,hold,1.0,default_cli
2024-11-28,000001.SH,3308.28,3319.26,3290.36,3295.7,511953047.0,negative_bubble,0.6368010677218561,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-11-29,000001.SH,3295.21,3357.5,3293.69,3326.46,580227102.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-02,000001.SH,3328.48,3369.3,3323.01,3363.98,668477762.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-03,000001.SH,3366.29,3386.62,3348.37,3378.81,663030139.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-04,000001.SH,3376.57,3388.02,3352.94,3364.65,621028862.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-05,000001.SH,3353.06,3377.06,3353.06,3368.86,543885746.0,negative_bubble,0.5910364080927112,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-12-06,000001.SH,3370.94,3418.26,3364.21,3404.08,698186572.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-09,000001.SH,3402.63,3426.65,3385.96,3402.53,694905205.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-10,000001.SH,3490.29,3494.87,3417.77,3422.66,794668034.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-11,000001.SH,3416.09,3437.81,3416.09,3432.49,681544610.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-12,000001.SH,3432.28,3464.12,3425.98,3461.5,700096689.0,negative_bubble,0.603652585784585,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-12-13,000001.SH,3442.93,3442.93,3390.75,3391.88,777464144.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-16,000001.SH,3390.08,3401.93,3376.54,3386.33,625578996.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-17,000001.SH,3381.81,3396.21,3357.77,3361.49,568941505.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-18,000001.SH,3371.3,3396.46,3371.3,3382.21,512524979.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-19,000001.SH,3355.9,3377.53,3346.47,3370.03,513909063.0,negative_bubble,0.5997243762942275,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-12-20,000001.SH,3364.48,3390.62,3362.82,3368.07,490964621.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-23,000001.SH,3367.9,3384.99,3348.28,3351.26,556747248.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-24,000001.SH,3353.54,3394.9,3352.95,3393.53,471992673.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-25,000001.SH,3395.11,3406.21,3374.01,3393.35,471315592.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-26,000001.SH,3389.34,3401.1,3380.26,3398.08,422177271.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-27,000001.SH,3397.29,3418.95,3388.32,3400.14,500488130.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-30,000001.SH,3395.4,3412.84,3394.96,3407.33,455262383.0,none,0.0,无信号,hold,1.0,default_cli
2024-12-31,000001.SH,3406.97,3413.45,3351.76,3351.76,502731062.0,none,0.0,无信号,hold,1.0,default_cli
